iteration,1,2,3
860,29961,25363,24155
861,29955,25334,24116
862,29942,25318,24081
863,29933,25306,24096
864,29925,25309,24098
865,29917,25314,24110
866,29906,25287,24122
867,29891,25297,24121
868,29884,25275,24091
869,29877,25205,24099
870,29865,25183,24121
871,29849,25209,24119
872,29824,25255,24120
873,29807,25316,24079
874,29793,25346,24060
875,29775,25388,24050
876,29754,25391,24084
877,29737,25376,24077
878,29723,25356,24084
879,29706,25387,24100
880,29680,25401,24098
881,29654,25411,24109
882,29636,25397,24131
883,29614,25418,24119
884,29606,25449,24105
885,29592,25474,24101
886,29564,25528,24120
887,29543,25587,24107
888,29520,25592,24134
889,29500,25618,24091
890,29478,25638,24114
891,29456,25640,24167
892,29432,25648,24200
893,29418,25669,24207
894,29403,25694,24180
895,29381,25736,24194
896,29370,25748,24223
897,29355,25770,24222
898,29344,25826,24267
899,29331,25832,24246
900,29317,25836,24242
901,29307,25846,24271
902,29300,25865,24284
903,29286,25847,24309
904,29268,25883,24283
905,29262,25918,24301
906,29254,25923,24304
907,29244,25929,24310
908,29232,25964,24348
909,29224,25959,24379
910,29215,25967,24364
911,29209,25979,24391
912,29200,25992,24414
913,29197,25993,24430
914,29194,26000,24423
915,29186,25997,24422
916,29180,25996,24425
917,29167,26004,24440
918,29162,26005,24430
919,29156,26012,24467
920,29153,26020,24462
921,29147,26037,24476
922,29145,26047,24466
923,29139,26041,24474
924,29138,26015,24496
925,29136,26024,24502
926,29134,26024,24499
927,29130,26023,24507
928,29131,26028,24515
929,29123,26034,24536
930,29117,26038,24511
931,29114,26049,24498
932,29111,26065,24486
933,29110,26059,24487
934,29107,26062,24478
935,29103,26056,24470
936,29097,26047,24468
937,29094,26059,24495
938,29092,26065,24518
939,29092,26071,24524
940,29094,26080,24522
941,29091,26082,24511
942,29086,26081,24507
943,29087,26067,24514
944,29082,26057,24522
945,29078,26025,24522
946,29074,26023,24532
947,29074,26018,24546
948,29070,26017,24531
949,29062,26026,24543
950,29057,26021,24528
951,29048,26026,24515
952,29041,26033,24501
