iteration,1,2,3
955,16831,5101,31033
956,17260,5143,30804
957,17787,5193,30568
958,18433,5252,30290
959,18867,5313,30083
960,19266,5405,29856
961,19850,5485,29585
962,20482,5606,29286
963,21102,5702,28989
964,21690,5842,28708
965,22351,5977,28393
966,22947,6084,28107
967,23692,6253,27826
968,24326,6419,27526
969,25071,6577,27181
970,25655,6766,26931
971,26347,6937,26640
972,26863,7131,26330
973,27704,7294,26033
974,28473,7492,25734
975,29252,7660,25446
976,29992,7847,25081
977,30853,8026,24732
978,31612,8217,24430
979,32243,8457,24126
980,32920,8682,23799
981,33685,8924,23451
982,34380,9136,23132
983,35065,9375,22816
984,35618,9578,22615
985,35913,9812,22404
986,36241,10041,22218
987,36556,10271,22034
988,36681,10481,21896
989,36731,10721,21769
990,36710,10950,21669
991,36690,11157,21556
992,36619,11387,21490
993,36294,11648,21489
994,36079,11878,21469
995,35756,12108,21528
996,35421,12325,21559
997,35104,12515,21544
998,34746,12729,21562
999,34405,12941,21559
1000,34155,13143,21596
